-16.906,12.9648
-16.8935,10.9734
-15.7266,22.4533
-15.7081,15.3541
-15.5355,15.5355
-4.87478,9.21869
-4.3682,8.1576
-4.88712,6.94356
-4.82288,4.82288
-4.92897,6.75046
-4.90157,6.88189
-4.96076,6.74019
-4.09783,7.7971
-4.80967,6.90483
-4.84768,-0.84768
-4.52769,8.52769
-4.85886,6.83063
-4.42443,-1.42443
-4.08712,4.54356
-4.63936,3.65984
-4.97046,1.51477
-4.00626,4.63864
-4.99875,2.09988
-4.58882,3.76646
-4.28388,-0.283882
-4.88286,2.96095
-4.51986,7.1065
-4.56155,-1.56155
-4.74456,1
-4.87298,1
-10.6542,7.82711
-10.6339,7.87797
-10.9412,5.23529
-10.8696,7.1344
-10.8915,4.96382
-10,9
-10,1
-10.0274,6.26027
-13.0734,17.1467
-13.7492,6.43729
-9.63154,2.56315
-9.33571,5.58393
-9.24521,4.8113
-9.81626,-0.908132
-9.87322,2.58732
-9.38209,4.4607
-9,2
-9.30965,5.32741
-12,7
-2.96648,2.51676
-2.17712,2.17712
-2.16536,2.79134
-2,3
-2.70855,2.23618
-2.46447,2.46447
-2,1
-2.27029,-3.18912
-2.84768,-2.84768
-2.36547,-1.75972
-2.31479,-1.77774
-2.52379,5.69839
-2.48523,7.97046
-2.4533,5.72665
-2.81118,-1.56646
-2.91548,-2.91548
-2.94066,5.31355
-2.48324,7.96648
-2.96648,5.48324
-2.54118,-1.96471
-2.45902,-1.95082
-2.56155,-1.56155
-2.68841,-1.93477
-2.80727,-2.36873
-2.77425,-2.23663
-2.42329,3.10582
-2.64575,-1.64575
-0.0379843,8.51424
-0.772283,8.19307
-0.5467,8.27335
0.128199,2.1624
-0.376731,8.34418
0.377639,2.24472
0.282781,8.71535
-0.859266,2.00248
-0.836132,2.00336
0.77046,9.11477
-0,-5
-0.335207,-8.99438
-0.396849,-8.99212
0.87868,0.87868
-0.518753,3.62969
-0.8,3.4
1,4
0.658359,4.68328
0.266576,4.44852
-0.292893,3.70711
-0.870829,2.87083
-0.465283,3.7095
0.272393,-1.91043
0.211146,3.89443
-0.84768,3.15232
-0.22308,-3.89232
0.897916,6.89792
0.992358,5.75287
0.88523,1.22954
0,7.4641
0,0.535898
0.283882,0.716118
0.701817,21.7368
0.8,21.6
0.859266,2.00248
0.836132,2.00336
-0.495448,8.87386
0.48324,2.03352
-0.731723,9.07807
-0.645751,2.35425
0,-4
-0.438447,2.56155
-0.0193024,1.33977
0.882353,0.529412
0.882353,4.52941
0.707107,6.70711
-0.707107,3.29289
0.650791,8.75926
-0.650791,7.24074
0.650791,5.75926
-0.650791,4.24074
-1.11022e-16,1
-0.988235,-0.152941
-0.983607,-0.180328
-0.707107,0.707107
0.707107,-0.707107
1.11022e-16,1
0.988235,-0.152941
-0.707107,-0.707107
0.707107,0.707107
0,1
0.539504,-0.841983
0.87226,0.489042
0.983607,-0.180328
-0.647059,-5.58824
0,-1
-0.707107,0.292893
0.707107,2.70711
0.882353,1.52941
0.640184,1.23178
-0.640184,2.76822
0.650791,1.24074
-0.650791,2.75926
-0.707107,1.29289
1,2
-0.8,2.6
0.857649,2.51424
-0.738837,3.67388
0.6,2.8
-0.738837,6.67388
0.28,5.96
-0.640184,3.23178
0.640184,5.76822
-0.898979,1
-0.533458,-9.33364
-0.38218,1.45862
-0.380323,1.46011
-0.11159,-9.66523
-0.176379,1.61764
0.898461,2.27538
0.295457,1.93939
0.677501,2.16125
-0.645751,-0.645751
0.22954,3.88523
-0.897916,0.102084
-0.822876,2.17712
0.269282,-1.92287
-0.863466,2.03616
-0.946999,1.649
-0.939347,1.69393
-0.283235,3.28481
0.6,4.2
-0.639359,2.65984
0.539304,4.15357
-0.479636,2.97285
-0.863466,-0.0361597
-0.869295,-0.0141775
-0.577709,2.78885
0.112881,3.94356
-0.714695,-9.78674
-0.994649,0.327091
-0.0845241,3.91548
-0.0251582,-9.92453
-0.238853,0.63231
0.573451,0.853098
-0.211146,3.89443
0.368848,-2.51332
0.30469,-1.78124
0.684561,1.03468
-8.15354,10.5125
-8.60143,8.10054
-8.26341,6.6317
-8,7
-8.49752,6.27183
-8.41014,-4.41014
-8,-5
-8.7599,3.17599
-5.77023,10.6638
-5.8533,10.9266
-5,6
-5.15268,9.53817
-5.85942,10.9489
-5.97046,12.4852
-5.34077,9.45436
-5.60967,5.30483
-5.27951,6.09317
-5.93068,3.98267
-5.74492,1.12754
-5.63499,5.2309
-5.9536,2.19536
-5.32971,5.98912
-5.99218,3.33073
-5.0482,6.5241
-5.7082,1
-5.73428,5.43357
-5.28388,6.28388
-5.67264,-0.982086
-5.12132,-1.12132
-5.1807,3.06023
-5.54118,4.96471
-5.45902,4.95082
-5.52769,-5.52769
-5.772,-4.772
-5.91548,-1.91548
-5.49948,-5.59938
-5.54851,-5.47326
-7.6693,9.50099
-7.98934,10.5872
-7.0947,8.04735
-7.55337,8.55337
-7.07107,-6.07107
-7.41626,7.70813
-7.46713,4.61678
-7.52736,4.58209
-7.56155,-0.561553
-3.17764,9.35528
-3.12093,1.91209
-3.83156,1.49468
-3.65421,11.3084
-3.70401,11.014
-3.13008,-2.65176
-3.07584,-2.69101
-3.91835,9.73807
-3.42443,-2.42443
-3.89792,2.10208
-3.13939,5.3798
-3,6
-3.47405,3.61851
-3.06188,2.60619
-3.87868,4.12132
-3.12917,1.12917
-3,-2
-3.38032,2.46011
-3.97484,1.92453
-3.90832,1.99083
-3.78885,2.10557
-3.52769,-11.5277
-3.82843,-0.828427
-3.46106,5.15328
-6.4825,10.9767
-6.96844,10.9053
-6.55337,-4.55337
-6.50791,-6.59257
-6.40184,-6.68221
-6.26479,8.79438
-6.50791,9.59257
-6.40184,8.68221
-6.55337,-6.55337
-6.17044,8.43892
-6.6,4.8
-6,-1
-6.87083,4.87083
-6.43845,4.56155
-6,1
-6,-3
7.55337,9.55337
7.41626,7.70813
7.07107,8.07107
7.55337,7.55337
7.87951,1.70683
7.57774,0.605565
7.60967,0.695165
7.5182,0.447927
7.65657,0.834343
7.4482,0.2759
7.7082,1
7.8,-18.6
7,6
7,1
7.08712,0.45644
7.79465,-9.92709
7.84768,-9.84768
7.78032,-1.26011
7.81664,-1.40832
9.41421,9.41421
9.37931,9.44828
9.8343,1.18714
9.92394,0.769014
9.46341,-2.2317
9.9511,0.0122261
9.8947,-0.447352
9.89898,-0.417811
9.99203,0.600797
9.58209,-1.8607
9.81626,-0.908132
9.37525,6.10928
9.8,-25.6
9,-21
9.70711,9.70711
9.6,8.2
9,10
9.20608,0.679392
9.68977,0.0775564
9.21159,-5.57935
9.96958,1.50761
9.24759,-5.84285
3,6
3.35509,10.4204
3.96125,0.519375
3.95617,1.51096
3.34164,-0.683282
3.4,2.8
3.90131,1.76316
3.99328,1.20067
3.84605,0.0513167
3.31234,-0.697732
3.56155,4.56155
3.90287,1.75718
3.78885,2.10557
3.12132,3.12132
3.71132,-3.45358
3.16426,9.65703
3.10095,9.40382
3.74066,3.08645
3.4,2.8
3.82288,-1.17712
3,0
3.65271,-22.8682
3,-21
3.6,-22.8
3.58867,-11.0283
3,14
3,7
3,4
3.19643,2.01948
3.89443,2.55279
3.6,2.2
3.61135,-2.54658
3.05025,-3.05025
3.11288,2.94356
3.89792,4.89792
3.32248,-2.98698
3.91964,-2.89285
3.32248,4.98698
3.41047,4.97888
3.52769,3.52769
3.772,0.772002
-1.89792,2.10208
-1,2
-1.74579,3.37289
-1.3575,4.14333
-1.16608,4.72203
-1.09187,5.04593
-1.53915,3.74151
-1.86999,3.18166
-1.84672,3.21607
-1.2,4.6
-1.41421,-1.41421
-1.47274,-8.89096
-1.16125,3.08062
-1.46528,-0.709497
-1.44668,-0.736017
-1.36793,2.84198
-1.89427,1.78943
-1.70711,2.29289
-1.84605,1.94868
-1.44668,2.73602
-1.56155,-0.561553
-1.12132,-1.12132
-1.90483,11.8097
-1.98745,12.3166
-1.77046,3.11477
-1.51871,10.0977
-1.28388,2.71612
-1.36664,9.83997
-1.2,3.4
-1,2.82843
-1,-2.82843
-1,0
-1,-7
-1.37199,-8.48795
-1,1
-1.62254,-9.49017
-1.95482,3.34579
-1.84768,-0.15232
-1.02543,3.70057
-1.81664,3.40832
-1.71968,-0.0700793
-1.89792,-1.89792
1.73172,3.07807
1.46183,2.84732
1,11.9499
1,-7.94987
1,10.9499
1,-8.94987
1.01101,5.24587
1.72761,3.91043
1,-2
1.61068,-3.97331
1,-4
1.96958,3.50761
1.77046,4.88523
1.28388,5.28388
1,2.32456
1,-10.3246
1.25199,2.00795
1.18745,8.0834
1.73074,2.06731
1,10
1.17712,-3.82288
1.29289,-2.70711
1,1
1,5
1.35294,-12.5882
1,-14
1.65271,-15.8682
1,7
1,0
1,2
1.56155,2.56155
1.37199,2.48795
1.63347,2.58783
1.16793,2.40151
1.22131,2.42487
1,-2.4641
1,4.4641
1.82288,4.82288
1.96601,4.86405
1,-10
1,4
1.74019,3.96076
1,4
1,-1.4641
1,5.4641
1.82843,4.82843
1.9306,4.72242
1.65779,-0.989343
2.36664,3.83997
2.2,3.6
2.96648,5.48324
2.08712,3.45644
2.89792,6.89792
2.65582,7.62327
2,3.4641
2,-3.4641
2.4,2.8
2.4,5.2
2.07335,3.46332
2.17712,3.17712
2.31234,3.69773
2.26635,3.71962
2.8,-1.4
2.8,3.4
2,5
2.56155,3.56155
2.87083,-0.870829
2.26635,-1.71962
2.57989,-1.55029
2,13
2,-1
2.88712,1.05644
2.50665,3.92442
2.47872,3.97446
2.12379,-0.498387
2.73939,3.4202
2.9923,1.75193
2.8533,3.07335
2.99896,2.09129
2.93935,1.30607
2.68286,0.439048
2.91548,2.91548
2.11765,20.4706
2.47491,2.28185
2.25199,8.00795
2,16
2.96648,2.51676
2.70711,-1.29289
2,6
2.68268,7.73072
2.2585,6.03399
2,3
2.21963,2.37468
2.10557,3.44721
2.38005,2.80998
2.04616,-2.88461
2.1307,3.01418
2,2
2.8,4.4
2.26572,3.43357
2.772,3.772
2,1
2,-13
2.38473,3.86167
2.44263,3.84973
2.89792,2.89792
2.87298,1
2.64575,3.64575
4,6
4.72665,2.13668
4.82288,5.82288
4,2
4.98934,2.25266
4,1
4.17783,-3.2371
4.30483,-0.60967
4.84768,8.84768
4.52769,-0.527693
4.78893,-0.420424
4.99681,20.1262
4,20
4.92897,6.75046
4.90157,6.88189
4.97046,6.48523
4.28388,8.28388
4.10095,15.4038
4.64575,7.64575
4.2585,13.034
4.68268,14.7307
4.39553,2.98882
4.4759,-1.9518
4,3
4.57671,-1.89418
4.64575,4.64575
4.98833,4.47082
4,-1.4641
4,5.4641
4.43883,3.09708
11,-28
11.2,12.6
5.37931,5.44828
5.37033,2.54322
5.41421,5.41421
5.25421,-6.50842
5.41014,9.41014
5.12132,5.12132
5.97529,3.38427
5.95361,7.94588
5.86272,8.03527
5.42443,8.42443
5.58867,-18.0283
5,6
5,-14.3246
5,-1.67544
5.08452,-10.9155
5.55943,5.04021
5.35425,1.35425
5.2,2.6
5.52769,-2.47231
6.06827,7.48192
6.02967,7.65678
6.17712,7.17712
6.4,6.8
6.50791,8.59257
6.40184,8.68221
6.62077,-6.49436
6.55337,-5.55337
6.50791,-5.59257
6.40184,-6.68221
6,9
6.60375,8.50936
6.80967,-0.904835
6.54492,7.27246
6.79218,-0.930728
6.42443,7.42443
6.25139,7.62848
6.84768,6.84768
6,12
6.70711,6.70711
6.6,5.2
6,7
6.97046,0.51477
6.41047,-1.97888
6,-2
6.547,-0.849
6.99875,0.900125
6.98396,0.642195
6.9923,0.751925
6.8607,2.04643
6.57771,-0.788854
6.74456,1
6.70892,-7.05071
6.79941,0.920059
6.97608,0.645062
6.6,1.2
6.62655,-11.2531
6.89388,0.77653
6.86543,-6.82057
8,6
8.82288,9.82288
8.84768,12.8477
8.49017,3.37746
8.11765,9.47059
8.4,9.8
8,9
8.89898,1
8.5789,-9.29468
8.2,1.6
8.66454,-9.21939
8.07262,-2.51816
12.8229,13.8229
12.27,13.9817
12.1612,13.9935
12.7071,12.7071
12.7181,-13.1711
12.9497,-12.9497
12.9337,2.27485
10.1771,11.1771
10.4,10.8
10.0829,11.4301
10,1
10.42,-1.20998
10.7803,-2.26011
10.0454,-0.471042
10.0871,-0.54356
10.7241,-14.4482
10.9225,-2.96125
10.9155,-5.08452
10.6458,6.64575
13.3793,13.4483
13.4142,13.4142
13.8939,-4.22347
18.3227,-8.996
